Postcode,Type,Latitude,Longitude,Capacity_MW,State
3352,Bioenergy,-37.60335408,143.813696,0.21,VIC
3352,Bioenergy,-37.482132,143.662387,12.809999999999999,VIC
3352,Hydro,-37.60335408,143.813696,0.12,VIC
3352,Hydro,-37.482132,143.662387,7.319999999999999,VIC
3352,Solar,-37.60335408,143.813696,1.5556,VIC
3352,Solar,-37.482132,143.662387,94.8916,VIC
3355,Solar,-37.530285,143.82561,26.9368,VIC
3356,Solar,-37.592283,143.82846,2.1390000000000002,VIC
3363,Solar,-37.45543067,143.9835358,0.1028,VIC
3363,Solar,-37.420588,143.88637,0.6168,VIC
3377,Solar,-37.231524,142.956916,10.7928,VIC
3377,Solar,-37.12975291,142.9948304,0.4497,VIC
3377,Solar,-37.06683249,143.0871367,0.4497,VIC
3380,Solar,-37.0666,142.771159,4.2024,VIC
3381,Solar,-37.13783665,142.6925099,0.2513,VIC
3381,Solar,-37.1348818,142.7641486,0.2513,VIC
3381,Solar,-37.09290738,142.6448077,0.2513,VIC
3381,Solar,-37.04638597,142.5318605,0.2513,VIC
3381,Solar,-36.988914,142.7154,6.282500000000001,VIC
3385,Solar,-36.99999967,142.7110642,7.02,VIC
3385,Solar,-36.97419597,142.4561838,7.02,VIC
3385,Solar,-36.904185,142.647565,28.08,VIC
3385,Solar,-36.81909176,142.616484,7.02,VIC
3385,Solar,-36.73975806,142.5335742,7.02,VIC
3401,Solar,-37.2749188,142.0507182,0.2897,VIC
3401,Solar,-37.03953686,142.2041883,0.2897,VIC
3401,Solar,-37.0307138,142.3452363,0.2897,VIC
3401,Solar,-36.881534,141.940832,11.588000000000001,VIC
3401,Solar,-36.78558459,142.4320005,0.2897,VIC
3401,Solar,-36.68413291,142.3445593,0.2897,VIC
3401,Solar,-36.57669756,142.3388059,0.2897,VIC
3401,Solar,-36.52995528,142.0867071,0.2897,VIC
3414,Solar,-36.388628,142.093883,0.47850000000000004,VIC
3418,Solar,-36.074144,141.538074,1.8010000000000002,VIC
3428,Solar,-37.591069,144.811494,12.2194,VIC
3442,Solar,-37.330661,144.548846,3.202,VIC
3444,Solar,-37.171788,144.544716,55.97240000000001,VIC
3450,Solar,-37.061635,144.214903,1.8068,VIC
3462,Solar,-37.083561,144.053611,17.046,VIC
3463,Hydro,-37.02851213,144.0988962,2.0,VIC
3463,Hydro,-36.957983,144.05651,28.0,VIC
3465,Solar,-37.021478,143.611335,199.1892,VIC
3490,Solar,-35.62103426,141.4849679,256.68,VIC
3490,Solar,-35.15426089,142.6222683,256.68,VIC
3490,Solar,-34.911674,142.206711,1283.4,VIC
3490,Solar,-34.70931565,141.4764416,256.68,VIC
3494,Bioenergy,-34.486406,142.348315,2.4,VIC
3494,Solar,-34.486406,142.348315,912.1492,VIC
3496,Solar,-34.389148,141.334798,1.066,VIC
3496,Solar,-34.386949,141.388479,1.066,VIC
3496,Solar,-34.370179,141.801957,1.066,VIC
3496,Solar,-34.307094,142.187995,1.066,VIC
3496,Solar,-34.287804,142.144177,1.066,VIC
3496,Solar,-34.286644,142.186246,1.066,VIC
3496,Solar,-34.277724,141.592628,1.066,VIC
3496,Solar,-34.192418,141.597936,1.066,VIC
3496,Solar,-34.130253,141.326064,1.066,VIC
3496,Solar,-34.089735,141.596797,1.066,VIC
3498,Solar,-34.238385,142.172516,0.6281,VIC
3500,Solar,-34.1931,142.154161,1.8287999999999998,VIC
3501,Solar,-34.243279,142.100896,17.622,VIC
3505,Solar,-34.180532,142.004192,8.0444,VIC
3516,Solar,-36.607616,144.041722,3.0,VIC
3525,Solar,-36.2835,143.364316,5.103,VIC
3525,Solar,-36.21412082,143.1316318,0.3402,VIC
3525,Solar,-36.16805671,143.1280301,0.3402,VIC
3549,Bioenergy,-34.82232378,142.9427595,3.1,VIC
3549,Bioenergy,-34.766049,142.820973,21.7,VIC
3549,Bioenergy,-34.664554,142.759585,3.1,VIC
3549,Bioenergy,-34.636393,142.75566,3.1,VIC
3549,Bioenergy,-34.626246,142.730687,3.1,VIC
3549,Bioenergy,-34.612077,142.789595,3.1,VIC
3549,Solar,-34.82232378,142.9427595,231.5335,VIC
3549,Solar,-34.766049,142.820973,1620.7345,VIC
3549,Solar,-34.664554,142.759585,231.5335,VIC
3549,Solar,-34.636393,142.75566,231.5335,VIC
3549,Solar,-34.626246,142.730687,231.5335,VIC
3549,Solar,-34.612077,142.789595,231.5335,VIC
3550,Solar,-36.764269,144.285267,22.3168,VIC
3551,Solar,-36.93636806,144.4059296,1.601,VIC
3551,Solar,-36.88282226,144.5982185,1.601,VIC
3551,Solar,-36.78137,144.457937,60.838,VIC
3551,Solar,-36.59845103,144.6456354,1.601,VIC
3552,Solar,-37.825288,145.011924,1.1563,VIC
3555,Solar,-36.777226,144.245239,9.3336,VIC
3556,Bioenergy,-36.656422,144.178282,5.5,VIC
3557,Solar,-36.63511,144.576787,37.433,VIC
3561,Solar,-36.40526528,144.7181934,8.5107,VIC
3561,Solar,-36.321109,144.709543,93.6177,VIC
3564,Solar,-36.18096611,144.6014151,9.0997,VIC
3564,Solar,-36.168997,144.728806,118.29610000000001,VIC
3567,Solar,-35.931669,144.262942,68.4836,VIC
3568,Solar,-35.809462,144.184089,1.1219999999999999,VIC
3570,Solar,-36.515303,144.28053,39.078,VIC
3571,Solar,-36.36819,144.206865,0.12,VIC
3575,Bioenergy,-36.055725,144.159028,4.5,VIC
3575,Solar,-36.055725,144.159028,2.9959999999999996,VIC
3579,Solar,-35.767974,143.769445,1746.8439999999998,VIC
3579,Solar,-35.62576908,143.6250386,60.236,VIC
3585,Solar,-35.35616986,143.3980395,21.456999999999997,VIC
3585,Solar,-35.348388,143.336906,278.941,VIC
3585,Solar,-35.27926115,143.1473395,21.456999999999997,VIC
3589,Solar,-35.228436,143.441248,0.972,VIC
3597,Solar,-34.965359,143.189786,3.4512,VIC
3599,Solar,-34.729742,143.143231,0.264,VIC
3607,Solar,-36.839707,145.179762,0.1983,VIC
3616,Bioenergy,-36.49176389,145.068314,1.1,VIC
3616,Bioenergy,-36.464118,145.145217,8.8,VIC
3616,Solar,-36.49176389,145.068314,9.1604,VIC
3616,Solar,-36.464118,145.145217,73.2832,VIC
3620,Solar,-36.38493145,145.0857804,0.9031,VIC
3620,Solar,-36.284584,145.082735,6.3217,VIC
3623,Solar,-36.461381,144.976813,123.84150000000001,VIC
3624,Solar,-36.410186,144.965763,110.0714,VIC
3629,Solar,-36.287306,145.260653,4.547,VIC
3630,Solar,-36.380853,145.403176,42.824600000000004,VIC
3631,Bioenergy,-36.428694,145.526693,30.080000000000002,VIC
3631,Solar,-36.428694,145.526693,275.57439999999997,VIC
3635,Solar,-36.142596,145.30827,295.0692,VIC
3636,Solar,-36.093878,145.479471,603.1224,VIC
3638,Solar,-36.03202,145.246572,1.1235,VIC
3640,Solar,-36.00978,145.486015,0.197,VIC
3641,Solar,-35.89718,145.428306,1.564,VIC
3644,Hydro,-35.945353,145.632682,15.0,NSW
3644,Hydro,-35.80932627,145.7225347,2.5,NSW
3644,Solar,-35.945353,145.632682,61.8678,NSW
3644,Solar,-35.80932627,145.7225347,10.311300000000001,NSW
3647,Solar,-36.385331,145.704473,0.1681,VIC
3649,Solar,-36.082665,145.688671,16.7702,VIC
3658,Solar,-37.35670207,145.1574765,0.1152,VIC
3658,Solar,-37.241401,145.111854,0.9216,VIC
3658,Solar,-37.12839823,145.0277018,0.1152,VIC
3660,Solar,-37.03704373,145.0457777,0.3621,VIC
3660,Solar,-37.035925,145.257867,3.9831,VIC
3672,Solar,-36.554936,145.977761,1.4806,VIC
3673,Solar,-36.669929,146.062514,1904.7139,VIC
3675,Solar,-36.565078,146.266835,2789.2000000000003,VIC
3677,Solar,-36.358017,146.330564,2.9788,VIC
3678,Hydro,-36.68892,146.482439,54.25,VIC
3685,Solar,-36.056449,146.470638,1.403,VIC
3685,Solar,-36.00913619,146.4848179,0.1403,VIC
3688,Solar,-36.119195,146.717193,26.7812,VIC
3690,Solar,-36.135717,146.864361,15.0243,VIC
3691,Solar,-36.42880742,147.0284111,0.3841,VIC
3691,Solar,-36.32062937,146.9091366,0.3841,VIC
3691,Solar,-36.13591208,146.9307559,0.3841,VIC
3691,Solar,-36.09357335,147.0344634,0.3841,VIC
3691,Solar,-36.08708986,146.7480309,0.3841,VIC
3691,Solar,-36.027154,147.880991,12.675299999999998,VIC
3699,Hydro,-36.844307,147.299257,442.79999999999995,VIC
3699,Hydro,-36.83390754,147.3656102,147.6,VIC
3701,Hydro,-36.638769,147.476819,1302.8,VIC
3701,Hydro,-36.40132656,147.2207049,162.85,VIC
3701,Hydro,-36.32413828,147.2815733,162.85,VIC
3701,Hydro,-36.20193851,147.249954,162.85,VIC
3707,Solar,-36.59561902,148.0805746,0.2584,VIC
3707,Solar,-36.586316,148.037958,1.8088000000000002,VIC
3707,Solar,-36.58238379,147.9286148,0.2584,VIC
3713,Hydro,-37.241527,145.90623,279.0,VIC
3713,Hydro,-37.20794843,145.880225,139.5,VIC
3722,Solar,-37.202634,146.253268,0.8934,VIC
3730,Hydro,-36.07318482,145.856688,9.45,VIC
3730,Hydro,-36.051782,145.974755,75.6,VIC
3730,Hydro,-36.00973295,145.882739,9.45,VIC
3737,Solar,-37.13823976,146.8156764,0.1992,VIC
3737,Solar,-37.06713454,146.9999008,0.1992,VIC
3737,Solar,-36.623195,146.8967591,0.1992,VIC
3737,Solar,-36.554037,146.82759,2.3903999999999996,VIC
3741,Solar,-36.962316,147.063163,1.1977,VIC
3744,Solar,-36.788479,146.95979,0.1791,VIC
3750,Bioenergy,-37.596078,145.005578,8.921,VIC
3752,Solar,-37.619102,145.074353,1.0038,VIC
3754,Solar,-37.593554,145.112985,0.7488,VIC
3775,Solar,-37.642852,145.365993,48.697500000000005,VIC
3777,Solar,-37.606088,145.513804,2.9592,VIC
3795,Hydro,-37.836663,145.430311,2.055,VIC
3797,Bioenergy,-37.867809,145.786343,0.34,VIC
3799,Hydro,-37.727566,145.818512,8.575,VIC
3803,Hydro,-38.009435,145.265524,0.25,VIC
3803,Solar,-38.009435,145.265524,0.1502,VIC
3804,Bioenergy,-37.980059,145.325994,10.36,VIC
3804,Hydro,-37.980059,145.325994,0.18,VIC
3805,Solar,-38.037026,145.304198,10.0311,VIC
3806,Solar,-38.025018,145.349488,0.8482,VIC
3807,Solar,-38.048316,145.371635,0.3994,VIC
3809,Solar,-38.069094,145.406887,1.5048,VIC
3810,Solar,-38.04658,145.472514,6.3271999999999995,VIC
3813,Solar,-38.064252,145.634339,2.28,VIC
3818,Solar,-38.096289,145.867337,11.0799,VIC
3820,Solar,-38.207476,145.922212,2.4137999999999997,VIC
3824,Bioenergy,-38.245649,146.16397,0.24,VIC
3825,Hydro,-38.08561743,146.3086546,7.45,VIC
3825,Hydro,-38.0485774,146.4605642,7.45,VIC
3825,Hydro,-37.978862,146.342932,193.70000000000002,VIC
3825,Hydro,-37.9325509,146.5807798,7.45,VIC
3825,Hydro,-37.72124292,146.4393424,7.45,VIC
3825,Hydro,-37.66622391,146.2288747,7.45,VIC
3825,Solar,-38.08561743,146.3086546,0.2004,VIC
3825,Solar,-38.0485774,146.4605642,0.2004,VIC
3825,Solar,-37.978862,146.342932,5.2104,VIC
3825,Solar,-37.9325509,146.5807798,0.2004,VIC
3825,Solar,-37.72124292,146.4393424,0.2004,VIC
3825,Solar,-37.66622391,146.2288747,0.2004,VIC
3840,Bioenergy,-38.245215,146.424457,605.0,VIC
3840,Hydro,-38.245215,146.424457,4.235,VIC
3840,Solar,-38.245215,146.424457,2.1901,VIC
3844,Bioenergy,-38.39234478,146.7391131,0.9,VIC
3844,Bioenergy,-38.38862898,146.5618972,0.9,VIC
3844,Bioenergy,-38.38123128,146.7999955,0.9,VIC
3844,Bioenergy,-38.38048482,146.6035417,0.9,VIC
3844,Bioenergy,-38.316869,146.607101,11.700000000000001,VIC
3844,Solar,-38.39234478,146.7391131,3.0241000000000002,VIC
3844,Solar,-38.38862898,146.5618972,3.0241000000000002,VIC
3844,Solar,-38.38123128,146.7999955,3.0241000000000002,VIC
3844,Solar,-38.38048482,146.6035417,3.0241000000000002,VIC
3844,Solar,-38.316869,146.607101,39.3133,VIC
3850,Solar,-38.224191,147.106181,3.787,VIC
3858,Hydro,-37.82195914,146.5677589,3.8,VIC
3858,Hydro,-37.821756,146.576101,38.0,VIC
3858,Hydro,-37.7535504,146.7352987,3.8,VIC
3858,Hydro,-37.69372058,146.6296585,3.8,VIC
3858,Hydro,-37.66889173,146.7419767,3.8,VIC
3858,Hydro,-37.58636148,146.7389535,3.8,VIC
3858,Hydro,-37.49088696,146.7706256,3.8,VIC
3858,Hydro,-37.48411474,146.6214281,3.8,VIC
3858,Hydro,-37.3690401,146.8291658,3.8,VIC
3858,Hydro,-37.35595129,146.6252375,3.8,VIC
3858,Hydro,-37.24480987,146.80983,3.8,VIC
3858,Hydro,-37.20631423,146.685872,3.8,VIC
3875,Solar,-37.94900419,147.63201,1.5278,VIC
3875,Solar,-37.826032,147.63201,45.834,VIC
3875,Solar,-37.81289131,147.63201,1.5278,VIC
3875,Solar,-37.55196002,147.63201,1.5278,VIC
3875,Solar,-37.44431597,147.63201,1.5278,VIC
3875,Solar,-37.30864369,147.63201,1.5278,VIC
3888,Solar,-37.39051,148.660943,3.5999999999999996,VIC
3888,Solar,-37.10937561,148.812726,0.15,VIC
3888,Solar,-37.05839205,148.4725251,0.15,VIC
3912,Solar,-38.217991,145.227373,3.3796,VIC
3922,Solar,-38.482182,145.231974,4.0473,VIC
3927,Solar,-38.383368,145.153269,0.3203,VIC
3939,Bioenergy,-38.42776,144.900413,3.9450000000000003,VIC
3939,Solar,-38.42776,144.900413,3.1740000000000004,VIC
3950,Solar,-38.435217,145.812945,1.2775,VIC
3953,Bioenergy,-38.460127,145.995174,10.64,VIC
3953,Bioenergy,-38.40506851,146.0204631,0.76,VIC
3953,Solar,-38.460127,145.995174,5.7484,VIC
3953,Solar,-38.40506851,146.0204631,0.41059999999999997,VIC
3971,Solar,-38.74476124,146.5237607,0.1497,VIC
3971,Solar,-38.631942,146.815723,3.1437,VIC
3975,Solar,-38.05354,145.231114,1.4346,VIC
3976,Bioenergy,-38.043995,145.264296,8.984,VIC
3977,Solar,-38.1466398,145.2695101,0.4248,VIC
3977,Solar,-38.135253,145.268888,4.248,VIC
3977,Solar,-38.08209438,145.2086871,0.4248,VIC
3978,Solar,-38.135009,145.384606,1.4697,VIC
3979,Solar,-38.44818,145.591284,2.7184,VIC
3981,Solar,-38.207298,145.575,1.0878,VIC
3995,Solar,-38.578071,145.630713,6.216,VIC
4006,Solar,-27.36618,153.175242,8.076,QLD
4007,Solar,-27.436088,153.061914,3.2946,QLD
4008,Bioenergy,-27.399839,153.14232,8.968,QLD
4008,Bioenergy,-27.38837225,153.1132012,2.242,QLD
4008,Solar,-27.399839,153.14232,27.9108,QLD
4008,Solar,-27.38837225,153.1132012,6.9777,QLD
4009,Solar,-27.405747,153.105247,0.3024,QLD
4010,Solar,-27.433237,153.04354,1.1404,QLD
4012,Solar,-27.399335,153.05355,0.76,QLD
4013,Solar,-27.397055,153.074982,2.5836,QLD
4014,Solar,-27.373947,153.084784,11.748000000000001,QLD
4017,Solar,-27.318074,153.047339,4.4388,QLD
4018,Bioenergy,-27.349074,153.031804,2.3,QLD
4018,Solar,-27.349074,153.031804,2.2614,QLD
4020,Solar,-27.214362,153.106378,0.6606000000000001,QLD
4020,Solar,-27.21066448,153.0900858,0.2202,QLD
4032,Solar,-27.385605,153.019449,7.1532,QLD
4034,Solar,-27.354711,153.040051,3.248,QLD
4035,Solar,-27.356025,152.979085,1.0602,QLD
4036,Solar,-27.314022,153.008731,0.6276,QLD
4051,Solar,-27.427508,153.000297,5.555899999999999,QLD
4053,Solar,-27.399573,152.98725,8.8032,QLD
4054,Solar,-27.409817,152.956014,1.6143,QLD
4055,Bioenergy,-27.393676,152.92424,6.401999999999999,QLD
4064,Solar,-27.464676,152.999039,5.2545,QLD
4066,Solar,-27.479866,152.964146,1.7101,QLD
4067,Solar,-27.500518,153.005045,7.1480999999999995,QLD
4068,Solar,-27.506907,152.976926,2.5225,QLD
4069,Solar,-27.502784,152.898911,8.3688,QLD
4074,Solar,-27.554082,152.921521,1.488,QLD
4075,Solar,-27.552135,152.975619,0.0075,QLD
4076,Solar,-27.584561,152.921067,20.3568,QLD
4077,Solar,-27.605551,152.967822,15.594000000000001,QLD
4078,Solar,-27.612653,152.950579,0.5994,QLD
4101,Solar,-27.484254,153.009661,4.0362,QLD
4102,Solar,-27.495458,153.0328,0.9119999999999999,QLD
4103,Solar,-27.512175,153.028768,2.001,QLD
4106,Bioenergy,-27.552137,153.004615,4.199999999999999,QLD
4106,Solar,-27.552137,153.004615,16.220399999999998,QLD
4107,Solar,-27.552052,153.030643,0.3996,QLD
4108,Solar,-27.568359,153.020197,1.7452,QLD
4108,Solar,-19.7061005,145.7740021,0.8726,QLD
4109,Solar,-27.57925,153.057452,15.6632,QLD
4110,Bioenergy,-27.612178,153.009526,7.468999999999999,QLD
4110,Bioenergy,-19.7061005,145.7740021,1.067,QLD
4110,Solar,-27.612178,153.009526,46.4037,QLD
4110,Solar,-19.7061005,145.7740021,6.6291,QLD
4113,Solar,-27.590722,153.077926,2.454,QLD
4115,Bioenergy,-27.643845,153.022499,1.54,QLD
4116,Solar,-27.633988,153.050793,4.5111,QLD
4117,Solar,-27.644688,153.08304,3.2328,QLD
4118,Bioenergy,-27.673806,153.027323,15.260000000000002,QLD
4118,Solar,-27.673806,153.027323,19.5538,QLD
4119,Solar,-27.611502,153.109769,0.4749,QLD
4122,Solar,-27.543316,153.088155,6.0024,QLD
4123,Bioenergy,-27.583528,153.116151,23.139,QLD
4123,Solar,-27.583528,153.116151,5.707199999999999,QLD
4124,Solar,-27.78983267,152.9264476,0.2593,QLD
4124,Solar,-27.701681,152.967761,1.0372,QLD
4127,Solar,-27.629474,153.142035,8.8554,QLD
4128,Solar,-27.652403,153.174214,19.8104,QLD
4129,Solar,-27.681519,153.186817,7.8431999999999995,QLD
4131,Solar,-27.669913,153.136072,0.7238,QLD
4132,Solar,-27.681063,153.084397,3.268,QLD
4152,Solar,-27.501349,153.096812,3.4026,QLD
4157,Solar,-27.568178,153.207096,3.392,QLD
4159,Bioenergy,-27.502289,153.209624,0.78,QLD
4159,Solar,-27.502289,153.209624,0.3003,QLD
4160,Solar,-27.506409,153.243312,0.0042,QLD
4161,Solar,-27.533407,153.226864,0.6864,QLD
4163,Solar,-27.535216,153.26571,1.0046,QLD
4165,Solar,-27.623975,153.263801,2.3988,QLD
4169,Solar,-27.484177,153.040982,0.5115000000000001,QLD
4170,Solar,-27.470778,153.074231,14.664,QLD
4172,Bioenergy,-27.458767,153.103331,2.2,QLD
4172,Solar,-27.458767,153.103331,2.3336,QLD
4174,Solar,-27.450089,153.129424,0.6058,QLD
4178,Solar,-27.425651,153.232567,13.8187,QLD
4178,Solar,-27.39000408,153.1782025,1.9741,QLD
4179,Solar,-27.390823,153.234041,2.0685000000000002,QLD
4205,Solar,-27.687389,153.156289,0.4499,QLD
4207,Bioenergy,-27.83587263,153.1375013,33.38,QLD
4207,Bioenergy,-27.733991,153.204523,767.74,QLD
4207,Solar,-27.83587263,153.1375013,9.5351,QLD
4207,Solar,-27.733991,153.204523,219.3073,QLD
4209,Solar,-27.805498,153.392892,20.1995,QLD
4210,Solar,-27.932207,153.279483,2.55,QLD
4211,Hydro,-28.035453,153.241258,1.045,QLD
4211,Solar,-28.035453,153.241258,43.6392,QLD
4212,Solar,-27.926161,153.339891,1.524,QLD
4212,Solar,-27.869823,153.360694,9.144,QLD
4214,Bioenergy,-27.967005,153.365576,15.925,QLD
4214,Solar,-27.967005,153.365576,10.7884,QLD
4215,Solar,-27.967134,153.397952,9.0224,QLD
4216,Bioenergy,-27.839347,153.419405,5.5,QLD
4216,Solar,-27.839347,153.419405,15.831999999999999,QLD
4217,Solar,-28.008783,153.412197,3.2825,QLD
4218,Solar,-28.037627,153.41692,2.6922,QLD
4220,Bioenergy,-28.084952,153.434406,5.95,QLD
4220,Solar,-28.084952,153.434406,17.29,QLD
4221,Bioenergy,-28.127323,153.45837,0.46,QLD
4221,Solar,-28.127323,153.45837,1.772,QLD
4226,Solar,-28.06794,153.40282,30.008000000000003,QLD
4227,Solar,-28.101892,153.410392,0.4218,QLD
4228,Bioenergy,-28.182084,153.37739,1.5150000000000001,QLD
4228,Solar,-28.182084,153.37739,0.5994,QLD
4280,Solar,-27.83399703,153.001567,0.2518,QLD
4280,Solar,-27.82897413,152.9705973,0.2518,QLD
4280,Solar,-27.81609,153.048563,1.2590000000000001,QLD
4280,Solar,-27.8104018,152.9484212,0.2518,QLD
4285,Bioenergy,-28.056979,152.975131,52.224000000000004,QLD
4285,Bioenergy,-27.82923633,152.8889732,1.536,QLD
4285,Bioenergy,-27.81431835,152.917364,1.536,QLD
4285,Solar,-28.056979,152.975131,18.8122,QLD
4285,Solar,-27.82923633,152.8889732,0.5533,QLD
4285,Solar,-27.81431835,152.917364,0.5533,QLD
4300,Solar,-27.70564619,152.8810374,3.1959999999999997,QLD
4300,Solar,-27.682273,152.884999,38.352,QLD
4300,Solar,-27.68100428,152.9036083,3.1959999999999997,QLD
4301,Solar,-27.629394,152.858086,25.6088,QLD
4304,Solar,-27.620656,152.80457,6.4998000000000005,QLD
4305,Bioenergy,-27.627522,152.753696,12015.875,QLD
4305,Solar,-27.627522,152.753696,81.315,QLD
4306,Bioenergy,-27.83879693,152.7654284,12.487,QLD
4306,Bioenergy,-27.69435236,152.8491674,12.487,QLD
4306,Bioenergy,-27.480898,152.725408,774.194,QLD
4306,Hydro,-27.83879693,152.7654284,4.7,QLD
4306,Hydro,-27.69435236,152.8491674,4.7,QLD
4306,Hydro,-27.480898,152.725408,291.40000000000003,QLD
4306,Solar,-27.83879693,152.7654284,0.7552000000000001,QLD
4306,Solar,-27.69435236,152.8491674,0.7552000000000001,QLD
4306,Solar,-27.480898,152.725408,46.8224,QLD
4312,Hydro,-27.256065,152.482636,100.10000000000001,QLD
4343,Solar,-27.656074,152.224616,89.4768,QLD
4350,Bioenergy,-27.576308,151.852689,55.379999999999995,QLD
4350,Solar,-27.576308,151.852689,289.2396,QLD
4352,Solar,-27.66060764,151.8985186,1.2325,QLD
4352,Solar,-27.627661,151.94182,92.4375,QLD
4352,Solar,-27.61100437,152.0419329,1.2325,QLD
4352,Solar,-27.40527861,152.1480255,1.2325,QLD
4352,Solar,-27.32404593,152.0967829,1.2325,QLD
4356,Bioenergy,-27.663074,151.550271,4.5,QLD
4356,Solar,-27.663074,151.550271,3034.8036,QLD
4357,Solar,-27.957654,151.103872,11.83,QLD
4361,Bioenergy,-27.965214,151.948279,8.0,QLD
4370,Solar,-28.41854798,152.0584895,78.172,QLD
4370,Solar,-28.35672171,151.9173558,78.172,QLD
4370,Solar,-28.35451428,152.0084397,78.172,QLD
4370,Solar,-28.33634415,152.0626574,78.172,QLD
4370,Solar,-28.33082119,152.1853857,78.172,QLD
4370,Solar,-28.27772038,152.1988742,78.172,QLD
4370,Solar,-28.26058742,152.0430222,78.172,QLD
4370,Solar,-28.259764,152.055174,1016.236,QLD
4370,Solar,-28.25277507,152.2310658,78.172,QLD
4370,Solar,-28.25219048,151.97053,78.172,QLD
4370,Solar,-28.25143782,152.3653431,78.172,QLD
4370,Solar,-28.25002969,151.8967785,78.172,QLD
4370,Solar,-28.24850774,152.072553,78.172,QLD
4370,Solar,-28.24435175,151.7279735,78.172,QLD
4370,Solar,-28.22233044,151.8326766,78.172,QLD
4370,Solar,-28.21250204,152.0609203,78.172,QLD
4370,Solar,-28.20564803,152.0942372,78.172,QLD
4370,Solar,-28.19754633,152.1415476,78.172,QLD
4370,Solar,-28.195678,151.9514612,78.172,QLD
4370,Solar,-28.18270629,151.9971528,78.172,QLD
4370,Solar,-28.18048116,152.0406741,78.172,QLD
4370,Solar,-28.17681515,151.9287826,78.172,QLD
4370,Solar,-28.17189648,152.207833,78.172,QLD
4370,Solar,-28.16725871,151.9649109,78.172,QLD
4370,Solar,-28.16696646,152.0850862,78.172,QLD
4370,Solar,-28.16457339,151.8681429,78.172,QLD
4370,Solar,-28.15692001,151.707006,78.172,QLD
4370,Solar,-28.15632114,151.7789577,78.172,QLD
4370,Solar,-28.14100682,151.8749916,78.172,QLD
4370,Solar,-28.13498323,152.0255225,78.172,QLD
4370,Solar,-28.13428928,151.9309278,78.172,QLD
4370,Solar,-28.1252221,152.2153751,78.172,QLD
4370,Solar,-28.10636825,152.0647857,78.172,QLD
4370,Solar,-28.10347197,151.6791543,78.172,QLD
4370,Solar,-28.0937094,151.8402136,78.172,QLD
4370,Solar,-28.06617998,152.3603826,78.172,QLD
4370,Solar,-28.0205272,152.3175407,78.172,QLD
4373,Solar,-28.349373,152.305204,0.1782,QLD
4373,Solar,-28.31602867,152.3836665,0.1782,QLD
4373,Solar,-28.26428492,152.4411132,0.1782,QLD
4390,Bioenergy,-28.228906,150.321016,7.82,QLD
4390,Solar,-28.228906,150.321016,16.345,QLD
4401,Solar,-27.473135,151.703647,1596.6848,QLD
4401,Solar,-27.303702,151.691102,99.7928,QLD
4405,Solar,-27.46226247,150.7147545,2.8893,QLD
4405,Solar,-27.35294921,151.1919554,2.8893,QLD
4405,Solar,-27.316799,150.910979,43.3395,QLD
4405,Solar,-27.28411015,151.1471821,2.8893,QLD
4405,Solar,-27.27643644,151.0351483,2.8893,QLD
4405,Solar,-27.26215846,150.8985785,2.8893,QLD
4405,Solar,-27.192428,151.396625,2.8893,QLD
4405,Solar,-26.89905554,151.6086995,2.8893,QLD
4406,Solar,-27.894641,150.596584,412.77600000000007,QLD
4406,Solar,-27.84190417,150.004975,137.592,QLD
4406,Solar,-27.064207,151.433657,1238.3280000000002,QLD
4406,Solar,-27.03692819,151.5475694,137.592,QLD
4411,Bioenergy,-27.013381,150.812644,1.228,QLD
4411,Bioenergy,-26.79458248,150.9766972,1.228,QLD
4413,Solar,-26.88698375,150.4984777,884.5601,QLD
4413,Solar,-26.79706142,150.460173,884.5601,QLD
4413,Solar,-26.7374198,150.7457441,884.5601,QLD
4413,Solar,-26.72372314,150.4115722,884.5601,QLD
4413,Solar,-26.71959845,150.4823404,884.5601,QLD
4413,Solar,-26.706834,150.545144,3538.2404,QLD
4413,Solar,-26.6451,150.6479,884.5601,QLD
4413,Solar,-26.63319425,150.4704649,884.5601,QLD
4413,Solar,-26.6179,150.8514,884.5601,QLD
4413,Solar,-26.56584719,150.5283778,884.5601,QLD
4413,Solar,-26.52199335,150.9334459,884.5601,QLD
4413,Solar,-26.360226,150.638563,8845.601,QLD
4413,Solar,-26.33662328,150.6022055,884.5601,QLD
4415,Solar,-26.627339,150.205114,1822.5045,QLD
4415,Solar,-26.57325726,150.0870042,202.5005,QLD
4416,Solar,-26.995752,149.798038,2.0979,QLD
4419,Solar,-26.32673679,149.934875,311.1094,QLD
4419,Solar,-26.14972587,149.5515967,311.1094,QLD
4419,Solar,-26.07176,149.782504,933.3281999999999,QLD
4419,Solar,-25.90298001,150.1961669,311.1094,QLD
4419,Solar,-25.72569,150.28164,311.1094,QLD
4470,Solar,-26.93045501,145.7390909,0.758,QLD
4470,Solar,-26.85082304,146.4921875,0.758,QLD
4470,Solar,-26.73025809,146.0999607,0.758,QLD
4470,Solar,-26.647239,146.176789,0.758,QLD
4470,Solar,-26.208628,145.958063,0.758,QLD
4470,Solar,-26.15513092,146.4317226,0.758,QLD
4470,Solar,-26.03523104,145.7197869,0.758,QLD
4470,Solar,-25.68590212,146.2406534,0.758,QLD
4480,Solar,-26.248504,143.274156,0.5346,QLD
4492,Solar,-28.59712241,142.8549438,0.239,QLD
