Postcode,Type,Latitude,Longitude,Capacity_MW,State
2575,Solar,-34.347195,150.342214,24.4608,NSW
2575,Solar,-34.29792221,150.0663753,1.7471999999999999,NSW
2575,Solar,-34.28320094,150.4274089,1.7471999999999999,NSW
2576,Solar,-34.525612,150.503502,2.7692,NSW
2577,Solar,-34.81032086,150.4631128,0.458,NSW
2577,Solar,-34.77302506,150.5395935,0.458,NSW
2577,Solar,-34.69317438,150.593118,0.458,NSW
2577,Solar,-34.595027,150.410978,12.824,NSW
2577,Solar,-34.5497728,150.6350962,0.458,NSW
2577,Solar,-34.51311499,150.2216722,0.458,NSW
2580,Bioenergy,-35.13887949,149.786215,9.065,NSW
2580,Bioenergy,-34.76109469,149.8389899,9.065,NSW
2580,Bioenergy,-34.726283,149.729215,389.795,NSW
2580,Bioenergy,-34.71904177,149.6385035,9.065,NSW
2580,Bioenergy,-34.70547025,149.9056718,9.065,NSW
2580,Bioenergy,-34.68780312,149.526217,9.065,NSW
2580,Bioenergy,-34.46802273,149.8262885,9.065,NSW
2580,Bioenergy,-34.37457591,149.7620311,9.065,NSW
2580,Bioenergy,-34.33638194,149.7944361,9.065,NSW
2580,Bioenergy,-34.24296491,149.787465,9.065,NSW
2580,Bioenergy,-34.1153864,149.7321295,9.065,NSW
2580,Solar,-35.13887949,149.786215,3.3388999999999998,NSW
2580,Solar,-34.76109469,149.8389899,3.3388999999999998,NSW
2580,Solar,-34.726283,149.729215,143.5727,NSW
2580,Solar,-34.71904177,149.6385035,3.3388999999999998,NSW
2580,Solar,-34.70547025,149.9056718,3.3388999999999998,NSW
2580,Solar,-34.68780312,149.526217,3.3388999999999998,NSW
2580,Solar,-34.46802273,149.8262885,3.3388999999999998,NSW
2580,Solar,-34.37457591,149.7620311,3.3388999999999998,NSW
2580,Solar,-34.33638194,149.7944361,3.3388999999999998,NSW
2580,Solar,-34.24296491,149.787465,3.3388999999999998,NSW
2580,Solar,-34.1153864,149.7321295,3.3388999999999998,NSW
2582,Hydro,-35.14360337,148.875057,27.2,NSW
2582,Hydro,-35.05637116,148.9725226,27.2,NSW
2582,Hydro,-35.02111866,148.7278088,27.2,NSW
2582,Hydro,-35.01630563,149.1269791,27.2,NSW
2582,Hydro,-34.97705237,148.8909871,27.2,NSW
2582,Hydro,-34.92659793,149.125192,27.2,NSW
2582,Hydro,-34.90280517,148.9372408,27.2,NSW
2582,Hydro,-34.862038,148.796477,462.4,NSW
2582,Hydro,-34.75833012,148.9655031,27.2,NSW
2582,Hydro,-34.65097695,148.8748232,27.2,NSW
2582,Solar,-35.14360337,148.875057,0.2098,NSW
2582,Solar,-35.05637116,148.9725226,0.2098,NSW
2582,Solar,-35.02111866,148.7278088,0.2098,NSW
2582,Solar,-35.01630563,149.1269791,0.2098,NSW
2582,Solar,-34.97705237,148.8909871,0.2098,NSW
2582,Solar,-34.92659793,149.125192,0.2098,NSW
2582,Solar,-34.90280517,148.9372408,0.2098,NSW
2582,Solar,-34.862038,148.796477,3.5665999999999998,NSW
2582,Solar,-34.75833012,148.9655031,0.2098,NSW
2582,Solar,-34.65097695,148.8748232,0.2098,NSW
2583,Solar,-34.53358441,149.5365849,0.021,NSW
2583,Solar,-34.43609164,149.3176639,0.021,NSW
2583,Solar,-34.196526,149.254163,0.525,NSW
2590,Solar,-34.714515,147.896911,18.921899999999997,NSW
2594,Bioenergy,-34.43967074,148.4641719,0.77,NSW
2594,Bioenergy,-34.231083,148.10732,11.55,NSW
2594,Solar,-34.43967074,148.4641719,0.1208,NSW
2594,Solar,-34.231083,148.10732,1.812,NSW
2600,Solar,-35.302911,149.201072,9.7174,ACT
2601,Solar,-35.275863,149.113796,2.3768000000000002,ACT
2602,Solar,-35.262153,149.145893,0.7392,ACT
2602,Solar,-35.248071,149.148147,5.1744,ACT
2605,Solar,-35.335821,149.093455,1.7397,ACT
2607,Solar,-35.369991,149.094831,0.014499999999999999,ACT
2609,Bioenergy,-35.31537,149.170023,17.04,ACT
2609,Bioenergy,-35.304469,149.1940419,4.26,ACT
2609,Bioenergy,-35.289681,149.191968,4.26,ACT
2609,Solar,-35.31537,149.170023,22.736,ACT
2609,Solar,-35.304469,149.1940419,5.684,ACT
2609,Solar,-35.289681,149.191968,5.684,ACT
2611,Hydro,-35.62966271,148.6603843,0.63,ACT
2611,Hydro,-35.57315758,148.7089956,0.63,ACT
2611,Hydro,-35.356503,149.042021,1.8900000000000001,ACT
2611,Hydro,-35.322291,148.784415,8.82,ACT
2611,Hydro,-35.31927827,149.0335953,0.63,ACT
2611,Hydro,-35.3167616,149.0424372,0.63,ACT
2611,Hydro,-35.2986,149.0415,0.63,ACT
2611,Hydro,-35.29642111,149.0248146,0.63,ACT
2611,Hydro,-35.29637716,148.9246091,0.63,ACT
2611,Solar,-35.62966271,148.6603843,0.397,ACT
2611,Solar,-35.57315758,148.7089956,0.397,ACT
2611,Solar,-35.356503,149.042021,1.191,ACT
2611,Solar,-35.322291,148.784415,5.558,ACT
2611,Solar,-35.31927827,149.0335953,0.397,ACT
2611,Solar,-35.3167616,149.0424372,0.397,ACT
2611,Solar,-35.2986,149.0415,0.397,ACT
2611,Solar,-35.29642111,149.0248146,0.397,ACT
2611,Solar,-35.29637716,148.9246091,0.397,ACT
2616,Bioenergy,-35.248442,149.070336,1.0,ACT
2617,Solar,-35.231279,149.086682,19.8981,ACT
2619,Solar,-35.378159,149.194535,0.2935,NSW
2620,Bioenergy,-35.56995011,149.1313792,4.12,ACT
2620,Bioenergy,-35.381752,149.176445,8.24,ACT
2620,Bioenergy,-35.35615941,149.2081703,4.12,ACT
2620,Bioenergy,-35.34845457,149.2175312,4.12,ACT
2620,Bioenergy,-35.34172619,149.2104515,4.12,ACT
2620,Bioenergy,-35.33886581,149.260861,4.12,ACT
2620,Bioenergy,-35.317402,149.257101,119.48,ACT
2620,Hydro,-35.56995011,149.1313792,0.6,NSW
2620,Hydro,-35.381752,149.176445,1.2,NSW
2620,Hydro,-35.35615941,149.2081703,0.6,NSW
2620,Hydro,-35.34845457,149.2175312,0.6,NSW
2620,Hydro,-35.34172619,149.2104515,0.6,NSW
2620,Hydro,-35.33886581,149.260861,0.6,NSW
2620,Hydro,-35.317402,149.257101,17.4,NSW
2620,Solar,-35.56995011,149.1313792,0.4543,ACT
2620,Solar,-35.381752,149.176445,0.9086,ACT
2620,Solar,-35.35615941,149.2081703,0.4543,ACT
2620,Solar,-35.34845457,149.2175312,0.4543,ACT
2620,Solar,-35.34172619,149.2104515,0.4543,ACT
2620,Solar,-35.33886581,149.260861,0.4543,ACT
2620,Solar,-35.317402,149.257101,13.1747,ACT
2621,Solar,-35.4698,149.484038,4.309200000000001,NSW
2627,Hydro,-36.71983893,148.3096588,132.2,NSW
2627,Hydro,-36.63383861,148.5276885,66.1,NSW
2627,Hydro,-36.49033032,148.2032728,132.2,NSW
2627,Hydro,-36.441153,148.511421,330.5,NSW
2627,Hydro,-36.409113,148.232341,793.2,NSW
2630,Hydro,-36.53249186,149.1240028,616.0,NSW
2630,Hydro,-36.177296,149.129166,25256.0,NSW
2640,Hydro,-36.016196,147.026549,986.0,NSW
2640,Solar,-36.016196,147.026549,37.5292,NSW
2641,Bioenergy,-36.038655,146.930436,10.7488,NSW
2642,Hydro,-36.044097,148.094043,25200.0,NSW
2642,Hydro,-36.01137124,147.9646879,1575.0,NSW
2642,Hydro,-35.884679,146.9037334,1575.0,NSW
2642,Hydro,-35.39437569,146.4617054,1575.0,NSW
2642,Hydro,-35.36399542,146.8907143,1575.0,NSW
2644,Bioenergy,-35.773247,147.391271,5.3999999999999995,NSW
2644,Bioenergy,-35.72015098,147.6488785,0.6,NSW
2646,Bioenergy,-35.91677256,146.4627814,1.65,NSW
2646,Bioenergy,-35.757569,146.324523,26.4,NSW
2646,Bioenergy,-35.66888015,146.1393372,1.65,NSW
2646,Bioenergy,-35.53527298,145.9759818,1.65,NSW
2646,Solar,-35.91677256,146.4627814,39.8238,NSW
2646,Solar,-35.757569,146.324523,637.1808,NSW
2646,Solar,-35.66888015,146.1393372,39.8238,NSW
2646,Solar,-35.53527298,145.9759818,39.8238,NSW
2647,Solar,-35.905463,145.976131,7.255,NSW
2650,Solar,-35.09559883,147.3881179,166.7462,NSW
2650,Solar,-35.08301353,147.4701477,166.7462,NSW
2650,Solar,-35.07459,147.376202,9671.2796,NSW
2650,Solar,-35.01626243,147.2980075,166.7462,NSW
2650,Solar,-34.98594374,146.8276727,166.7462,NSW
2652,Solar,-35.405064,147.64961,124.1802,NSW
2652,Solar,-34.58479004,146.9538087,6.5358,NSW
2652,Solar,-34.53721764,146.7093983,6.5358,NSW
2659,Solar,-35.610147,146.767477,706.4892,NSW
2660,Solar,-35.699906,147.07831,0.5859,NSW
2663,Solar,-34.933478,147.716767,375.4593,NSW
2666,Solar,-34.487779,147.583811,1663.566,NSW
2669,Solar,-33.814887,146.667476,8.274000000000001,NSW
2671,Solar,-33.8645322,147.4605249,183.597,NSW
2671,Solar,-33.839275,147.308172,917.985,NSW
2671,Solar,-33.83024143,146.8481059,183.597,NSW
2672,Solar,-33.26188202,146.4337705,0.2214,NSW
2672,Solar,-33.24358,146.40002,0.8856,NSW
2675,Solar,-33.459192,145.479249,719.6064,NSW
2680,Solar,-34.321422,145.914625,605.2687999999999,NSW
2700,Solar,-35.14236662,145.8939638,253.8991,NSW
2700,Solar,-34.902108,146.303599,3046.7892,NSW
2700,Solar,-34.77821612,146.444884,253.8991,NSW
2700,Solar,-34.71006283,146.3021114,253.8991,NSW
2705,Solar,-34.489867,146.373471,145.22,NSW
2706,Solar,-34.569464,145.937532,333.3905,NSW
2707,Solar,-34.768863,145.807866,391.7854,NSW
2710,Solar,-35.73842466,145.0806383,0.5809,NSW
2710,Solar,-35.5255,144.981,0.5809,NSW
2710,Solar,-35.357619,144.984378,18.0079,NSW
2711,Solar,-34.77433326,143.9836996,0.5949,NSW
2711,Solar,-34.73951684,143.7165416,0.5949,NSW
2711,Solar,-34.50934045,143.8100099,0.5949,NSW
2711,Solar,-34.257669,144.695233,4.7592,NSW
2711,Solar,-34.03052425,144.4594967,0.5949,NSW
2711,Solar,-33.50496213,143.9680726,0.5949,NSW
2713,Solar,-35.586342,145.52068,876.4555,NSW
2715,Solar,-34.89305935,143.5241135,604.259,NSW
2715,Solar,-34.329424,143.491656,2417.036,NSW
2715,Solar,-33.81289825,142.6742276,604.259,NSW
2715,Solar,-33.7600638,143.0970656,604.259,NSW
2717,Solar,-34.090426,142.065808,4.0167,NSW
2717,Solar,-34.08796357,142.0944482,4.0167,NSW
2720,Bioenergy,-35.379935,148.383619,1078.8000000000002,NSW
2720,Bioenergy,-35.10137999,148.4924381,37.2,NSW
2720,Hydro,-35.379935,148.383619,53487.6,NSW
2720,Hydro,-35.10137999,148.4924381,1844.4,NSW
2731,Solar,-35.893394,144.641831,2.8,NSW
2731,Solar,-35.84487627,144.7439889,0.7,NSW
2737,Solar,-34.574113,142.87381,1.4122,NSW
2739,Solar,-34.171443,142.182794,1.6489,NSW
2739,Solar,-34.15375195,142.1056955,1.6489,NSW
2739,Solar,-34.13844435,142.1657571,1.6489,NSW
2747,Solar,-33.77413222,150.7376907,1.8074000000000001,NSW
2747,Solar,-33.735558,150.721712,1.8074000000000001,NSW
2747,Solar,-33.722323,150.739398,16.2666,NSW
2747,Solar,-33.721863,150.727449,1.8074000000000001,NSW
2750,Solar,-33.755476,150.678551,15.1128,NSW
2752,Hydro,-33.936534,150.585995,100.0,NSW
2753,Solar,-33.604022,150.646053,3.832,NSW
2753,Solar,-33.57904416,150.7529264,0.479,NSW
2756,Solar,-33.58586014,150.8460686,2.2415000000000003,NSW
2756,Solar,-33.466271,150.88744,58.279,NSW
2756,Solar,-33.46471971,150.8949988,2.2415000000000003,NSW
2756,Solar,-33.23594291,150.8001824,2.2415000000000003,NSW
2759,Solar,-33.82252,150.781767,4.4818,NSW
2760,Solar,-33.763976,150.780073,3.5766,NSW
2760,Solar,-33.72914494,150.7798669,0.5961,NSW
2761,Solar,-33.742006,150.84746,5.25,NSW
2762,Solar,-33.700603,150.880097,1.1934,NSW
2762,Solar,-33.697217,150.888428,1.1934,NSW
2765,Bioenergy,-33.672237,150.79576,6.25,NSW
2765,Bioenergy,-33.663002,150.860258,10.0,NSW
2765,Solar,-33.672237,150.79576,29.7225,NSW
2765,Solar,-33.663002,150.860258,47.556,NSW
2766,Bioenergy,-33.810388,150.850764,27.556,NSW
2766,Solar,-33.810388,150.850764,33.2672,NSW
2770,Solar,-33.756443,150.810246,11.3438,NSW
2777,Solar,-33.692534,150.587962,0.8952,NSW
2787,Solar,-34.2273,150.1979,10.1033,NSW
2787,Solar,-34.1992,150.1014,10.1033,NSW
2787,Solar,-34.1703,150.3859,10.1033,NSW
2787,Solar,-34.06024,150.153221,202.06600000000003,NSW
2787,Solar,-33.9982,150.3382,10.1033,NSW
2787,Solar,-33.9477,150.2473,10.1033,NSW
2787,Solar,-33.9141,150.5067,10.1033,NSW
2787,Solar,-33.865,150.4029,10.1033,NSW
2787,Solar,-33.74061344,149.7138893,10.1033,NSW
2790,Solar,-33.58752553,150.1107946,1.5223,NSW
2790,Solar,-33.50767908,150.1539617,1.5223,NSW
2790,Solar,-33.50065259,150.1373195,1.5223,NSW
2790,Solar,-33.49620019,150.1525396,1.5223,NSW
2790,Solar,-33.49544008,150.1395925,1.5223,NSW
2790,Solar,-33.49168644,150.1776756,1.5223,NSW
2790,Solar,-33.49009916,150.1850644,1.5223,NSW
2790,Solar,-33.48724312,150.1562313,1.5223,NSW
2790,Solar,-33.47767577,150.1456683,1.5223,NSW
2790,Solar,-33.47403165,150.219766,1.5223,NSW
2790,Solar,-33.471048,150.178208,1.5223,NSW
2790,Solar,-33.47039743,150.153024,1.5223,NSW
2790,Solar,-33.46774778,150.1677602,1.5223,NSW
2790,Solar,-33.46431385,150.1829889,1.5223,NSW
2790,Solar,-33.44813394,150.2051736,1.5223,NSW
2790,Solar,-33.412094,150.11719,1.5223,NSW
2790,Solar,-33.34286524,150.4413864,1.5223,NSW
2790,Solar,-33.32536303,150.2724338,1.5223,NSW
2790,Solar,-33.310653,150.356874,38.057500000000005,NSW
2794,Solar,-33.898505,148.664838,1.7248,NSW
2795,Solar,-33.911806,149.332781,2.6997,NSW
2795,Solar,-33.91030648,149.3476918,2.6997,NSW
2795,Solar,-33.820797,149.474401,261.8709,NSW
2795,Solar,-33.8005985,149.3375583,2.6997,NSW
2795,Solar,-33.61757059,149.6409463,2.6997,NSW
2795,Solar,-33.4087,149.561,2.6997,NSW
2799,Solar,-33.571335,149.267666,4.2056000000000004,NSW
2800,Solar,-33.43795921,149.0482565,1.73,NSW
2800,Solar,-33.34774733,149.2451236,1.73,NSW
2800,Solar,-33.32136418,148.923664,1.73,NSW
2800,Solar,-33.3020552,149.1958871,1.73,NSW
2800,Solar,-33.2873,149.095,1.73,NSW
2800,Solar,-33.25176391,148.8446662,1.73,NSW
2800,Solar,-33.233929,149.116263,72.66,NSW
2800,Solar,-33.20831682,149.0191144,1.73,NSW
2800,Solar,-33.2066961,149.1538747,1.73,NSW
2800,Solar,-33.1685074,149.0545281,1.73,NSW
2808,Hydro,-33.976987,149.02317,22.5,NSW
2820,Hydro,-32.553282,148.989227,494.0,NSW
2820,Hydro,-32.127033,149.170568,19.0,NSW
2820,Solar,-32.553282,148.989227,21214.8378,NSW
2820,Solar,-32.127033,149.170568,815.9553,NSW
2821,Solar,-32.255249,148.110385,54.3936,NSW
2825,Solar,-32.0108815,146.7678758,109.0007,NSW
2825,Solar,-31.95106116,147.1626847,109.0007,NSW
2825,Solar,-31.934883,147.30573,654.0042,NSW
2825,Solar,-31.92717863,146.5079936,109.0007,NSW
2825,Solar,-31.83535199,146.8800985,109.0007,NSW
2825,Solar,-31.80289145,147.3065314,109.0007,NSW
2825,Solar,-31.18095255,147.224189,109.0007,NSW
2826,Solar,-32.0288,147.4794,131.8473,NSW
2826,Solar,-31.8559,147.6555,131.8473,NSW
2830,Solar,-32.56143424,148.5008494,27.8544,NSW
2830,Solar,-32.24224,148.657282,752.0688,NSW
2830,Solar,-32.01447034,148.8770885,27.8544,NSW
2831,Solar,-31.927892,146.615174,16.1919,NSW
2831,Solar,-30.69592531,147.630411,0.5997,NSW
2832,Solar,-29.958521,147.983033,1.3881000000000001,NSW
2832,Solar,-29.68175838,147.6109368,0.1983,NSW
2845,Bioenergy,-33.404961,150.04201,0.0,NSW
2846,Solar,-33.071806,150.118609,10.0,NSW
2847,Bioenergy,-33.404462,149.969799,0.0,NSW
2850,Solar,-32.685033,149.602925,22.9337,NSW
2852,Solar,-32.40035665,149.4469032,110.9044,NSW
2852,Solar,-32.280785,149.45909,1441.7572,NSW
2865,Solar,-33.213883,148.684862,111.744,NSW
2865,Solar,-33.09511057,148.5386077,55.872,NSW
2866,Solar,-33.007264,148.904531,351.5004,NSW
2869,Solar,-32.584028,148.266655,26.5576,NSW
2870,Solar,-33.035496,148.16819,2981.0638999999996,NSW
2871,Bioenergy,-33.56215461,148.3059671,3.12,NSW
2871,Bioenergy,-33.476768,147.811688,59.28,NSW
2871,Bioenergy,-33.31936416,147.6783707,3.12,NSW
2871,Solar,-33.56215461,148.3059671,61.6851,NSW
2871,Solar,-33.476768,147.811688,1172.0168999999999,NSW
2871,Solar,-33.31936416,147.6783707,61.6851,NSW
2875,Solar,-33.13540693,147.5778762,6.72,NSW
2875,Solar,-32.915604,147.603587,33.6,NSW
2880,Solar,-31.36460967,141.6786461,53.7497,NSW
2880,Solar,-31.20008632,142.335428,53.7497,NSW
2880,Solar,-30.88847002,141.2505149,53.7497,NSW
2880,Solar,-30.4419729,142.1705125,53.7497,NSW
2880,Solar,-30.170441,142.203381,698.7461,NSW
2880,Solar,-29.89347499,141.5718884,53.7497,NSW
2898,Solar,-31.55247,159.081217,1.3347,NSW
2900,Solar,-35.41891,149.063805,1.6436,ACT
2901,Solar,-35.4197,149.069,31.1375,ACT
2902,Solar,-35.389263,149.049785,0.2427,ACT
2902,Solar,-35.37869,149.059107,0.2427,ACT
2904,Solar,-35.410206,149.111402,51.4,ACT
2911,Solar,-35.218737,149.132505,0.5985,ACT
2912,Solar,-35.172453,149.123552,1.0774,ACT
2913,Solar,-35.201802,149.132349,1.6855,ACT
2913,Solar,-35.16700193,149.0947174,0.3371,ACT
2913,Solar,-35.14680361,149.1071988,0.3371,ACT
2914,Solar,-35.19159199,149.1636815,0.6,ACT
2914,Solar,-35.170334,149.125877,2.4,ACT
2914,Solar,-35.15882066,149.116306,0.6,ACT
2914,Solar,-35.14951653,149.130428,0.6,ACT
3000,Hydro,-37.81443733,144.9825846,259.55,VIC
3000,Solar,-37.81443733,144.9825846,0.1992,VIC
3006,Solar,-37.82528675,144.9520744,0.9561,VIC
3006,Solar,-37.823258,144.965926,0.9561,VIC
3008,Solar,-37.814719,144.948039,0.8019000000000001,VIC
3011,Solar,-37.807101,144.907953,0.6885,VIC
3012,Bioenergy,-37.807135,144.861162,17.700000000000003,VIC
3012,Solar,-37.807135,144.861162,8.6958,VIC
3015,Solar,-37.838242,144.880556,1.1352,VIC
3018,Solar,-37.86172,144.812736,0.3546,VIC
3019,Solar,-37.784683,144.854014,1.2018,VIC
3020,Solar,-37.79809941,144.8110787,2.2013,VIC
3020,Solar,-37.777204,144.829945,8.8052,VIC
3021,Hydro,-37.743361,144.796693,1.6,VIC
3021,Solar,-37.743361,144.796693,1.8988,VIC
3023,Bioenergy,-37.78272,144.770641,53.519999999999996,VIC
3023,Bioenergy,-37.73218752,144.755657,8.92,VIC
3023,Solar,-37.78272,144.770641,29.0622,VIC
3023,Solar,-37.73218752,144.755657,4.8437,VIC
3024,Bioenergy,-37.899873,144.556552,2.1036,VIC
3024,Bioenergy,-37.86694209,144.5812323,0.7012,VIC
3024,Bioenergy,-37.75045631,144.649936,0.7012,VIC
3024,Solar,-37.899873,144.556552,8.5146,VIC
3024,Solar,-37.86694209,144.5812323,2.8382,VIC
3024,Solar,-37.75045631,144.649936,2.8382,VIC
3025,Solar,-37.835562,144.839704,5.9409,VIC
3026,Solar,-37.91624,144.64209,6.443,VIC
3026,Solar,-37.829923,144.774986,6.443,VIC
3029,Solar,-37.837165,144.705831,33.6375,VIC
3030,Bioenergy,-37.91624,144.64209,94.368,VIC
3030,Solar,-37.91624,144.64209,25.7286,VIC
3037,Solar,-37.715579,144.780474,4.1982,VIC
3038,Solar,-37.700454,144.766873,10.8092,VIC
3040,Solar,-37.751845,144.902556,0.7266,VIC
3042,Solar,-37.7393,144.886,0.4747,VIC
3042,Solar,-37.727529,144.866305,1.4241000000000001,VIC
3043,Solar,-37.691916,144.888368,1.4772,VIC
3045,Solar,-37.674739,144.836195,2.0071000000000003,VIC
3047,Bioenergy,-37.681105,144.930247,17.715,VIC
3047,Solar,-37.681105,144.930247,8.5731,VIC
3048,Solar,-37.653917,144.923609,0.3072,VIC
3052,Solar,-37.788996,144.948903,1.1416,VIC
3053,Solar,-37.803569,144.966112,1.8012,VIC
3056,Solar,-37.766292,144.960108,3.5625,VIC
3057,Solar,-37.772232,144.98034,0.0132,VIC
3057,Solar,-37.770012,144.97728,0.0264,VIC
3058,Solar,-37.739901,144.964524,3.1590000000000003,VIC
3059,Solar,-37.639887,144.879626,0.1804,VIC
3061,Bioenergy,-37.666265,144.956763,3.5,VIC
3061,Solar,-37.666265,144.956763,1.8778,VIC
3062,Solar,-37.632986,144.932557,1.9131999999999998,VIC
3064,Solar,-37.546522,144.942199,26.899,VIC
3067,Solar,-37.803515,144.998203,1.7401,VIC
3072,Solar,-37.74247,145.005702,4.7104,VIC
3073,Hydro,-37.712474,145.005955,10.0,VIC
3074,Solar,-37.684684,145.006644,0.4292,VIC
3076,Solar,-37.643598,145.022137,8.8784,VIC
3079,Solar,-37.772675,145.048573,0.897,VIC
3081,Solar,-37.743008,145.046401,2.9956,VIC
3082,Solar,-37.664858,145.065658,0.3024,VIC
3083,Solar,-37.701346,145.056223,9.9255,VIC
3084,Solar,-37.744406,145.082685,1.4929999999999999,VIC
3088,Solar,-37.700175,145.108339,1.3982999999999999,VIC
3088,Solar,-37.68949912,145.1294801,0.46609999999999996,VIC
3095,Solar,-37.713299,145.158579,0.5526,VIC
3101,Solar,-37.807397,145.036575,0.438,VIC
3106,Solar,-37.758335,145.142675,0.199,VIC
3108,Solar,-37.786429,145.125797,0.504,VIC
3109,Solar,-37.784786,145.161649,2.5736,VIC
3111,Solar,-37.794054,145.186334,0.8513999999999999,VIC
3116,Solar,-37.737629,145.313086,1.0510000000000002,VIC
3121,Solar,-37.826869,145.007098,1.6461000000000001,VIC
3121,Solar,-37.823303,145.001788,11.5227,VIC
3122,Solar,-37.822725,145.030602,3.0175,VIC
3125,Solar,-37.851305,145.101,1.8158999999999998,VIC
3126,Solar,-37.827203,145.075748,1.777,VIC
3132,Solar,-37.819222,145.196686,0.972,VIC
3133,Solar,-37.848786,145.192303,0.37,VIC
3134,Solar,-37.823058,145.257929,0.4038,VIC
3134,Solar,-37.796091,145.232557,1.6152,VIC
3135,Solar,-37.819594,145.248209,0.0042,VIC
3136,Solar,-37.779876,145.282396,2.1448,VIC
3137,Solar,-37.819364,145.313346,1.8276,VIC
3140,Hydro,-37.759154,145.363185,1.0,VIC
3145,Solar,-37.873557,145.049328,14.6538,VIC
3149,Hydro,-37.880748,145.128118,1.0665,VIC
3149,Solar,-37.880748,145.128118,0.6297,VIC
3150,Hydro,-37.914383,145.168834,0.56,VIC
3150,Hydro,-37.876968,145.170841,1.12,VIC
3150,Solar,-37.914383,145.168834,0.2546,VIC
3150,Solar,-37.876968,145.170841,0.5092,VIC
3151,Solar,-37.85523,145.151119,2.0212,VIC
3152,Hydro,-37.864951,145.221695,0.528,VIC
3152,Solar,-37.864951,145.221695,9.1272,VIC
3153,Solar,-37.845116,145.270141,4.65,VIC
3154,Hydro,-37.856009,145.31784,0.11,VIC
3155,Solar,-37.861799,145.284418,0.322,VIC
3156,Solar,-37.917932,145.292895,7.2965,VIC
3165,Solar,-37.922369,145.059426,0.8586,VIC
3166,Solar,-37.902805,145.089719,2.5384,VIC
3168,Hydro,-37.91342,145.12665,0.9,VIC
3168,Solar,-37.91342,145.12665,8.496,VIC
3169,Solar,-37.945149,145.115271,2.1204,VIC
3170,Solar,-37.920945,145.167859,2.1708,VIC
3171,Solar,-37.944608,145.156783,3.5736,VIC
3172,Bioenergy,-37.975981,145.13465,32.46,VIC
3172,Solar,-37.975981,145.13465,0.3982,VIC
3173,Solar,-38.006771,145.164863,0.7764,VIC
3174,Solar,-37.966218,145.17877,3.7274999999999996,VIC
3175,Bioenergy,-38.016114,145.208504,55.86,VIC
3175,Hydro,-38.016114,145.208504,2.13,VIC
3175,Solar,-38.016114,145.208504,91.455,VIC
3178,Solar,-37.924431,145.241589,1.8216999999999999,VIC
3179,Solar,-37.897137,145.222634,1.8385000000000002,VIC
3180,Solar,-37.893263,145.246731,0.1944,VIC
3182,Solar,-37.865322,144.979478,0.516,VIC
3189,Solar,-37.942021,145.047802,1.5894000000000001,VIC
3192,Solar,-37.965655,145.0623,1.8084,VIC
3194,Solar,-37.985059,145.067356,5.8605,VIC
3195,Solar,-38.007024,145.104105,22.415399999999998,VIC
3196,Solar,-38.046479,145.122762,1.0784,VIC
3198,Solar,-38.103194,145.137811,0.3244,VIC
3199,Solar,-38.162578,145.135961,22.1982,VIC
3201,Solar,-38.092874,145.177905,0.3445,VIC
3205,Solar,-37.831693,144.958176,0.4682,VIC
3207,Solar,-37.832179,144.918044,4.2756,VIC
3212,Solar,-38.039958,144.422666,1.8948,VIC
3213,Solar,-38.091,144.2779,0.243,VIC
3213,Solar,-38.04070313,144.3223578,0.243,VIC
3213,Solar,-38.038,144.2771,0.243,VIC
3213,Solar,-37.9406,144.2894,0.243,VIC
3214,Bioenergy,-38.084781,144.352385,3.0,VIC
3214,Solar,-38.084781,144.352385,5.0655,VIC
3215,Solar,-38.111002,144.33452,0.9821000000000001,VIC
3216,Solar,-38.215906,144.334005,76.6998,VIC
3217,Solar,-38.27029834,144.249583,0.1501,VIC
3217,Solar,-38.24983474,144.3127944,0.1501,VIC
3217,Solar,-38.23413976,144.3707843,0.1501,VIC
3217,Solar,-38.21558906,144.3683696,0.1501,VIC
3217,Solar,-37.8495,145.109,0.1501,VIC
3219,Solar,-38.17277,144.389533,1.1922,VIC
3220,Solar,-38.157038,144.34652,2.6016,VIC
3222,Bioenergy,-38.22638039,144.5118946,1.067,VIC
3222,Bioenergy,-38.209921,144.572989,5.335,VIC
3224,Solar,-38.202905,144.462401,0.1997,VIC
3224,Solar,-38.17988326,144.4248188,0.1997,VIC
3227,Solar,-38.263052,144.40814,9.141,VIC
3228,Solar,-38.307545,144.299978,3.1144,VIC
3241,Solar,-38.20363,143.892824,1.8132000000000001,VIC
3250,Bioenergy,-38.311513,143.584742,1.44,VIC
3250,Solar,-38.311513,143.584742,6.9552,VIC
3260,Solar,-38.209584,143.244766,115.4088,VIC
3280,Solar,-38.37884,142.482889,2.505,VIC
3305,Solar,-38.235475,141.437227,1.044,VIC
3337,Solar,-37.65724033,144.5462424,0.5999,VIC
3337,Solar,-37.656057,144.571458,2.3996,VIC
3338,Solar,-37.73398997,144.5969094,0.4649,VIC
3338,Solar,-37.72870467,144.5683367,0.4649,VIC
3338,Solar,-37.70732038,144.6008548,0.4649,VIC
3338,Solar,-37.705529,144.571033,1.8596,VIC
3340,Solar,-37.84038931,144.2550519,0.7551,VIC
3340,Solar,-37.787135,144.394442,9.0612,VIC
3350,Solar,-37.571941,143.864505,37.6398,VIC
3350,Solar,-37.55411084,143.769084,1.7109,VIC
3351,Bioenergy,-37.758248,143.637463,45.762,VIC
